schema,role,commit,strategy,strategy_sha256,opponent_family,seed_set,seed,scenario_id,police_start,thief_start,config,grid,quota,horizon,outcome,captured,steps,barriers_placed,own_score,opponent_score
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,6476895868042627562,2655efc99c109c64bfd8db5f4e5bdacc34351496556c05dd3e52fbcef9bfd4a7,"6,0","0,6",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,13013043562567418088,97158c75d6c73f58e5c346ce8c32ba599ea4883d52c72f8cb3a7a9145428d969,"2,6","0,0",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,16272886660307058548,40b05eccd64fdfa0fc7d63675bed71797ace8fc36c02621c07247082ddeaf691,"0,3","6,2",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,12170687933005840397,0e3df5c35750656a99bb093ae48cc862309a78a20d66b3938aa58e7246d15cc6,"6,1","0,3",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,3082336597646513251,09668d4ff03b9a4ef024fb13b5632495be4964ac7d0f7a117f24791141ed480f,"5,5","2,6",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,16430201566072075245,cedad83b3dd910ff8754b2beb4979a1815af524c7d18394459ccc02400c35915,"5,4","3,5",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,17518366443751324709,60a286a372b282d7a94d81ff1cb7db9cc3d080bfd79b35f79ff4946ad9ae1d39,"1,5","4,4",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,358036687029813407,27f5cb1e0db3ccf0061c4c2de329b09b9f67bdf772c3f3966f1afe009cfc116f,"2,6","3,0",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,1659696708785602588,e73d0d2a59eb6c967b1693f09d11feee6899ec3b39c1e19d77a4ad54dcfc20d1,"5,0","4,0",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,1064945087040862606,91acda9d06bb2b5af8a763e11b3515f0ec11ee36cf23a73a40341d848aa828a2,"4,4","0,1",grid7,7,14,35,SURVIVAL,0,35,0,10,5
